"","97.bam","105.bam","113.bam","91.bam","99.bam","107.bam"
"Cluster_6079",1,7,0,6,15,10
"Cluster_6080",5,7,0,9,14,10
"Cluster_6081",1,3,1,10,12,11
"Cluster_6082",8,41,0,20,84,39
"Cluster_6083",1,13,1,11,8,6
"Cluster_6084",8,40,12,42,149,46
"Cluster_6085",3,34,0,33,24,42
"Cluster_6086",5,18,1,12,29,12
"Cluster_6087",2,31,5,26,55,22
"Cluster_6088",2,11,1,9,21,3
"Cluster_6089",2,8,0,8,3,10
"Cluster_6090",5,26,2,27,39,25
"Cluster_6091",19,112,11,86,206,93
"Cluster_6092",61,221,25,100,104,125
"Cluster_6093",6,16,6,17,3,19
"Cluster_6094",782,408,370,549,52,725
"Cluster_6095",9,44,2,20,31,25
"Cluster_6096",2,10,0,7,12,18
"Cluster_6097",34,138,13,137,210,144
"Cluster_6098",8,42,1,23,49,30
"Cluster_6099",10,10,5,15,20,17
"Cluster_6100",24,26,11,51,25,55
"Cluster_6101",9,31,2,18,31,20
"Cluster_6102",0,8,0,8,20,11
"Cluster_6103",3,12,0,0,20,11
"Cluster_6104",9,24,1,21,38,32
"Cluster_6105",5,31,1,27,53,23
"Cluster_6106",31,138,12,84,178,105
"Cluster_6107",11,23,9,30,48,20
"Cluster_6108",9,16,0,11,5,11
"Cluster_6109",24,110,9,85,180,90
"Cluster_6110",4,12,0,15,25,17
"Cluster_6111",27,160,15,84,180,103
"Cluster_6112",138,304,23,174,312,287
"Cluster_6113",3,5,4,6,14,5
"Cluster_6114",12,52,6,53,94,62
"Cluster_6115",20,49,3,54,167,60
"Cluster_6116",32,143,12,100,207,100
"Cluster_6117",0,24,2,17,7,7
"Cluster_6118",31,60,26,88,52,119
"Cluster_6119",3,7,3,12,11,11
"Cluster_6120",14,30,16,47,35,49
"Cluster_6121",66,175,22,140,192,195
"Cluster_6122",7,19,0,10,18,9
"Cluster_6123",55,151,70,171,150,209
"Cluster_6124",8,32,3,19,54,35
"Cluster_6125",5,19,1,22,26,11
"Cluster_6126",10,23,4,31,29,18
"Cluster_6127",4,15,3,29,40,30
"Cluster_6128",16,43,9,59,62,67
"Cluster_6129",2,10,0,9,13,7
"Cluster_6130",1,7,1,9,23,12
"Cluster_6131",8,33,5,61,128,50
"Cluster_6132",90,274,40,248,598,284
"Cluster_6133",9,32,1,18,24,22
"Cluster_6134",14,122,14,84,96,104
"Cluster_6135",0,17,3,9,27,18
"Cluster_6136",56,74,27,51,7,123
"Cluster_6137",0,16,1,21,15,5
"Cluster_6138",3,7,1,4,13,7
"Cluster_6139",0,3,0,4,11,8
"Cluster_6140",10,15,4,6,22,11
"Cluster_6141",4,11,0,8,15,5
"Cluster_6142",7,19,5,18,49,27
"Cluster_6143",5,12,3,11,2,20
"Cluster_6144",34,311,18,174,221,175
"Cluster_6145",20,171,10,81,204,92
"Cluster_6146",3,14,2,6,14,11
"Cluster_6147",4,18,2,15,19,10
"Cluster_6148",1,7,0,11,10,9
"Cluster_6149",2,8,0,2,17,11
"Cluster_6150",158,415,160,386,668,561
"Cluster_6151",18,35,9,47,19,64
"Cluster_6152",40,108,10,125,201,141
"Cluster_6153",5,16,0,4,9,17
"Cluster_6154",0,12,0,7,21,7
"Cluster_6155",1,3,0,5,15,8
"Cluster_6156",2,12,2,2,16,5
"Cluster_6157",35,70,11,55,92,74
"Cluster_6158",7,8,1,12,21,9
"Cluster_6159",7,23,2,13,25,11
"Cluster_6160",5,22,1,18,48,26
"Cluster_6161",1,3,0,7,21,6
"Cluster_6162",6,15,2,5,18,25
"Cluster_6163",12,76,4,75,119,79
"Cluster_6164",18,26,1,18,43,20
"Cluster_6165",3,15,1,15,13,9
"Cluster_6166",4,9,2,10,8,5
"Cluster_6167",2,21,2,9,22,16
"Cluster_6168",23,55,23,109,53,147
"Cluster_6169",1,9,0,14,16,18
"Cluster_6170",5,19,1,19,43,16
"Cluster_6171",20,70,11,65,140,53
"Cluster_6172",31,99,14,68,118,75
"Cluster_6173",21,72,9,66,179,68
"Cluster_6174",121,643,80,625,1260,698
"Cluster_6175",2,8,4,9,3,16
"Cluster_6176",5,7,11,16,4,24
"Cluster_6177",1,12,0,6,1,18
"Cluster_6178",8,7,2,15,7,11
"Cluster_6179",52,159,17,130,395,188
"Cluster_6180",0,16,25,7,0,23
"Cluster_6181",10,11,2,36,47,31
"Cluster_6182",13,51,6,56,24,44
"Cluster_6183",6,41,2,41,61,23
"Cluster_6184",6,5,1,6,7,10
"Cluster_6185",10,4,2,11,2,8
"Cluster_6186",18,13,5,24,16,19
"Cluster_6187",23,94,6,66,102,70
"Cluster_6188",1,15,0,5,25,11
"Cluster_6189",9,39,8,25,46,29
"Cluster_6190",8,86,9,42,93,59
"Cluster_6191",9,62,5,19,68,27
"Cluster_6192",2,10,0,6,11,9
"Cluster_6193",8,38,0,46,115,38
"Cluster_6194",46,224,42,234,332,284
"Cluster_6195",61,361,23,247,684,321
"Cluster_6196",65,213,56,248,477,287
"Cluster_6197",242,541,114,615,1017,564
"Cluster_6198",7,18,5,31,17,27
"Cluster_6199",4,18,9,17,7,29
"Cluster_6200",2,16,2,7,5,10
"Cluster_6201",5,11,0,15,4,7
"Cluster_6202",7,12,5,18,33,21
"Cluster_6203",5,20,3,20,34,31
"Cluster_6204",2,16,0,14,12,11
"Cluster_6205",2,14,3,4,14,12
"Cluster_6206",11,30,2,18,50,18
"Cluster_6207",3,15,0,10,27,8
"Cluster_6208",2,46,0,6,14,4
"Cluster_6209",15,87,6,40,88,52
"Cluster_6210",13,44,4,34,73,39
"Cluster_6211",1,17,4,16,16,14
"Cluster_6212",4,23,2,15,44,14
"Cluster_6213",8,21,0,18,37,18
"Cluster_6214",34,260,24,55,21,76
"Cluster_6215",5,4,0,3,12,6
"Cluster_6216",6,22,3,16,47,22
"Cluster_6217",7,33,0,55,55,53
"Cluster_6218",0,16,1,18,6,18
"Cluster_6219",15,86,8,67,219,78
"Cluster_6220",50,169,42,148,149,133
"Cluster_6221",1,24,1,20,29,17
"Cluster_6222",84,229,55,288,162,333
"Cluster_6223",23,6,0,9,13,15
"Cluster_6224",4,16,1,18,21,19
"Cluster_6225",0,12,0,12,25,13
"Cluster_6226",1,9,2,8,13,7
"Cluster_6227",28,89,8,69,97,73
"Cluster_6228",44,167,24,173,303,185
"Cluster_6229",2,7,1,10,9,18
"Cluster_6230",36,158,14,115,214,140
"Cluster_6231",6,7,2,9,11,6
"Cluster_6232",25,74,4,100,175,115
"Cluster_6233",5,9,0,15,27,12
"Cluster_6234",22,25,3,39,6,35
"Cluster_6235",20,38,6,22,24,25
"Cluster_6236",3,18,0,12,25,7
"Cluster_6237",2,3,0,2,14,7
"Cluster_6238",1,14,2,3,10,10
"Cluster_6239",12,38,0,13,12,22
"Cluster_6240",10,36,3,19,14,20
"Cluster_6241",4,3,0,14,3,20
"Cluster_6242",3,11,0,9,25,19
"Cluster_6243",4,46,7,40,125,47
"Cluster_6244",0,13,0,10,25,14
"Cluster_6245",4,6,2,7,11,1
"Cluster_6246",113,526,48,473,927,500
"Cluster_6247",4,12,3,20,30,27
"Cluster_6248",3,10,0,8,21,8
"Cluster_6249",78,289,27,284,700,331
"Cluster_6250",60,349,10,223,481,265
"Cluster_6251",26,50,50,57,55,68
"Cluster_6252",5,35,0,37,67,42
"Cluster_6253",3,26,2,12,39,34
"Cluster_6254",60,164,9,157,252,167
"Cluster_6255",11,18,3,23,12,43
"Cluster_6256",5,17,5,16,35,21
"Cluster_6257",3705,3625,700,5923,2993,5920
"Cluster_6258",5,27,2,23,31,31
"Cluster_6259",3,8,0,5,6,10
"Cluster_6260",82,250,33,244,414,281
"Cluster_6261",7,25,9,16,33,38
"Cluster_6262",3,14,1,17,33,23
"Cluster_6263",4,16,6,10,18,13
"Cluster_6264",17,54,4,46,136,52
"Cluster_6265",1,8,2,8,9,8
"Cluster_6266",9,62,10,57,80,48
"Cluster_6267",11,51,4,45,120,50
"Cluster_6268",6,66,8,48,92,59
"Cluster_6269",1,3,0,10,12,5
"Cluster_6270",2,10,0,11,23,9
"Cluster_6271",53,71,21,90,85,86
"Cluster_6272",2,22,2,9,19,24
"Cluster_6273",36,140,20,99,174,124
"Cluster_6274",32,69,13,62,52,74
"Cluster_6275",38,118,25,137,214,168
"Cluster_6276",8,7,4,12,17,9
"Cluster_6277",31,77,8,71,94,73
"Cluster_6278",2,13,0,17,9,15
"Cluster_6279",35,107,5,73,153,106
"Cluster_6280",13,39,2,26,45,29
"Cluster_6281",55,132,11,100,205,100
"Cluster_6282",74,89,2,31,57,80
"Cluster_6283",5,34,7,14,56,30
"Cluster_6284",6,12,1,9,5,10
"Cluster_6285",3,12,1,10,15,4
"Cluster_6286",5,17,2,7,10,10
"Cluster_6287",1,10,0,7,14,6
"Cluster_6288",4,16,0,12,15,9
"Cluster_6289",1,9,0,7,22,10
"Cluster_6290",0,6,0,7,7,8
"Cluster_6291",7,26,4,23,45,36
"Cluster_6292",5,19,0,13,21,22
"Cluster_6293",4,11,0,14,40,21
"Cluster_6294",664,3974,447,1468,1045,2717
"Cluster_6295",77,86,0,56,38,79
"Cluster_6296",7,13,3,16,11,4
"Cluster_6297",25,59,5,37,82,47
"Cluster_6298",18,121,10,109,183,131
"Cluster_6299",2,9,0,2,12,10
"Cluster_6300",2,4,0,8,10,11
"Cluster_6301",4,22,20,5,13,15
"Cluster_6302",4,28,3,23,58,21
"Cluster_6303",31,100,11,83,154,91
"Cluster_6304",10,22,5,32,67,50
"Cluster_6305",15,83,12,91,159,101
"Cluster_6306",16,208,0,20,0,0
"Cluster_6307",532,2076,89,2715,3275,2422
"Cluster_6308",13,34,13,47,91,44
"Cluster_6309",2,26,2,17,68,28
"Cluster_6310",30,108,17,172,361,154
"Cluster_6311",2,4,0,10,13,4
"Cluster_6312",0,1,0,6,16,5
"Cluster_6313",0,4,1,2,13,11
"Cluster_6314",55,217,22,172,255,199
"Cluster_6315",6,13,1,17,10,23
"Cluster_6316",5,10,3,9,11,13
"Cluster_6317",1,9,4,13,23,11
"Cluster_6318",4,13,1,14,27,15
"Cluster_6319",151,298,12,91,141,457
"Cluster_6320",3,19,2,12,42,16
"Cluster_6321",11,89,8,56,190,86
"Cluster_6322",51,170,34,195,320,196
"Cluster_6323",328,1237,172,810,1734,1099
"Cluster_6324",41,117,9,107,154,114
"Cluster_6325",1,9,0,11,19,10
"Cluster_6326",14,32,4,21,28,18
"Cluster_6327",3,10,2,10,14,5
"Cluster_6328",1,5,1,14,23,12
"Cluster_6329",55,284,10,189,420,275
"Cluster_6330",13,13,2,50,33,42
"Cluster_6331",4,5,1,19,10,21
"Cluster_6332",265,370,145,471,171,547
"Cluster_6333",41,149,18,137,269,148
"Cluster_6334",2,18,2,14,24,30
"Cluster_6335",9,55,4,45,85,65
"Cluster_6336",84,194,10,169,322,182
"Cluster_6337",65,189,24,200,308,226
"Cluster_6338",32,83,22,100,202,148
"Cluster_6339",4,51,4,41,93,37
"Cluster_6340",255,723,56,341,186,460
"Cluster_6341",100,256,39,158,189,191
"Cluster_6342",9,20,3,40,64,44
"Cluster_6343",29,90,11,90,135,99
"Cluster_6344",3,22,3,28,36,32
"Cluster_6345",0,5,0,8,9,14
"Cluster_6346",4,33,7,26,40,33
"Cluster_6347",4,13,0,11,15,13
"Cluster_6348",3,13,0,10,13,6
"Cluster_6349",3,17,1,8,19,12
"Cluster_6350",5,40,1,18,52,19
"Cluster_6351",67,266,29,190,389,234
"Cluster_6352",251,538,117,531,533,631
"Cluster_6353",4,29,1,29,55,46
"Cluster_6354",8,40,4,36,65,37
"Cluster_6355",10,27,2,22,55,52
"Cluster_6356",159,378,77,274,438,373
"Cluster_6357",20,57,9,71,139,69
"Cluster_6358",3,26,2,23,57,16
"Cluster_6359",1,18,3,10,24,9
"Cluster_6360",13,61,6,58,141,65
"Cluster_6361",389,998,120,809,729,937
"Cluster_6362",31,81,14,82,12,120
"Cluster_6363",0,11,3,6,1,18
"Cluster_6364",7,8,1,7,3,11
"Cluster_6365",222,243,230,221,21,106
"Cluster_6366",16,51,12,60,9,53
"Cluster_6367",54,166,24,115,217,128
"Cluster_6368",1,21,1,7,13,11
"Cluster_6369",4,4,0,11,18,7
"Cluster_6370",22,70,7,70,89,69
"Cluster_6371",26,86,10,65,98,87
"Cluster_6372",84,223,31,172,370,214
"Cluster_6373",4,59,10,61,134,65
"Cluster_6374",6,15,2,10,22,10
"Cluster_6375",19,74,9,67,138,103
"Cluster_6376",16,61,5,66,148,86
"Cluster_6377",35,48,8,53,82,81
"Cluster_6378",9,23,5,22,11,35
"Cluster_6379",4,8,2,9,8,9
"Cluster_6380",6,19,1,26,10,24
"Cluster_6381",3,10,0,4,15,7
"Cluster_6382",7,35,2,18,46,26
"Cluster_6383",105,573,38,417,807,432
"Cluster_6384",40,117,7,82,167,89
"Cluster_6385",5,9,4,24,25,22
"Cluster_6386",0,10,0,13,2,12
"Cluster_6387",48,245,40,281,618,292
"Cluster_6388",1,13,0,6,9,6
"Cluster_6389",98,598,27,360,762,380
"Cluster_6390",2,43,2,27,58,34
"Cluster_6391",60,212,18,182,200,150
"Cluster_6392",0,0,3,6,6,11
"Cluster_6393",2,10,7,18,1,22
"Cluster_6394",38,126,11,89,114,86
"Cluster_6395",72,279,18,163,348,186
"Cluster_6396",11,38,3,30,41,37
"Cluster_6397",18,55,1,28,48,33
"Cluster_6398",13,31,3,22,35,25
"Cluster_6399",4,21,1,13,34,19
"Cluster_6400",12,26,6,29,6,36
"Cluster_6401",20,77,7,69,56,101
"Cluster_6402",3,25,0,23,16,23
"Cluster_6403",31,131,13,143,170,125
"Cluster_6404",5,20,4,10,13,16
"Cluster_6405",2,11,0,16,18,29
"Cluster_6406",2,22,2,9,19,10
"Cluster_6407",6,9,1,8,13,11
"Cluster_6408",5,8,1,13,6,9
"Cluster_6409",0,20,29,30,1,33
"Cluster_6410",2695,2418,627,8978,1896,6796
"Cluster_6411",4,26,3,28,20,16
"Cluster_6412",28,119,11,117,181,116
"Cluster_6413",2,17,3,15,26,17
"Cluster_6414",6,37,2,25,49,21
"Cluster_6415",3,15,4,6,25,13
"Cluster_6416",5,18,1,18,47,26
"Cluster_6417",3,8,1,16,12,4
"Cluster_6418",36,124,10,99,219,114
"Cluster_6419",5,25,0,24,28,21
"Cluster_6420",3,22,1,15,21,10
"Cluster_6421",11,19,6,23,12,25
"Cluster_6422",620,1220,268,1573,848,1786
"Cluster_6423",3,25,0,12,35,33
"Cluster_6424",16,36,2,39,90,61
"Cluster_6425",3,28,3,13,48,23
"Cluster_6426",14,20,0,7,17,11
"Cluster_6427",6,15,1,10,10,8
"Cluster_6428",9,14,0,12,10,34
"Cluster_6429",7,9,1,7,3,13
"Cluster_6430",30,78,18,62,51,82
"Cluster_6431",36,134,8,66,112,86
"Cluster_6432",1474,1532,662,695,134,1042
"Cluster_6433",27,85,7,78,100,92
"Cluster_6434",9,42,7,32,68,43
"Cluster_6435",13,13,5,30,18,24
"Cluster_6436",2,32,1,23,37,30
"Cluster_6437",2,10,0,17,34,9
"Cluster_6438",1,9,0,8,18,9
"Cluster_6439",26,9,3,37,14,43
"Cluster_6440",9,0,1,12,1,13
"Cluster_6441",15,8,2,22,8,27
"Cluster_6442",13,2,0,19,2,14
"Cluster_6443",9,2,0,12,12,10
"Cluster_6444",18,8,2,37,24,29
"Cluster_6445",3,5,0,11,4,8
"Cluster_6446",0,7,0,6,8,8
"Cluster_6447",33,34,0,90,54,178
"Cluster_6448",5,5,2,7,14,12
"Cluster_6449",0,12,3,11,15,7
"Cluster_6450",2,3,0,35,21,40
"Cluster_6451",1,1,0,39,16,27
"Cluster_6452",34,388,24,91,199,127
"Cluster_6453",23,176,27,121,43,150
"Cluster_6454",1,7,2,5,13,9
"Cluster_6455",117,266,80,241,171,303
"Cluster_6456",3467,13062,966,9434,9060,9622
"Cluster_6457",13,113,12,37,124,44
"Cluster_6458",4,31,2,44,74,48
"Cluster_6459",247,1595,98,1038,1788,1090
"Cluster_6460",285,1968,162,2456,4890,1813
"Cluster_6461",3,4,30,3,6,46
"Cluster_6462",8,11,0,2,8,11
"Cluster_6463",12,10,3,10,16,13
"Cluster_6464",12,84,23,119,15,108
"Cluster_6465",7,34,5,5,3,24
"Cluster_6466",59,371,46,291,620,314
"Cluster_6467",5,7,0,8,14,13
"Cluster_6468",34,123,25,79,105,109
"Cluster_6469",1,10,6,10,8,13
"Cluster_6470",17,54,14,49,26,54
"Cluster_6471",6,8,5,16,3,27
"Cluster_6472",310,988,150,845,1466,991
"Cluster_6473",40,134,6,81,127,86
"Cluster_6474",0,16,4,18,0,50
"Cluster_6475",100,235,0,0,0,358
"Cluster_6476",0,12,0,11,7,10
"Cluster_6477",1,10,2,4,14,7
"Cluster_6478",3,11,0,9,8,12
"Cluster_6479",13,32,3,31,46,28
"Cluster_6480",5,25,0,9,21,12
"Cluster_6481",17,34,2,16,9,18
"Cluster_6482",1103,2436,149,4392,2690,2789
"Cluster_6483",2,42,5,66,96,88
"Cluster_6484",12,96,9,76,108,111
"Cluster_6485",654,2231,394,2355,3609,2038
"Cluster_6486",273,852,261,756,945,1016
"Cluster_6487",13,61,15,56,110,78
"Cluster_6488",6,26,13,40,40,60
"Cluster_6489",38,56,36,125,96,186
"Cluster_6490",3,5,1,13,4,5
"Cluster_6491",4,9,1,18,29,24
"Cluster_6492",4,35,0,32,32,17
"Cluster_6493",0,9,0,5,7,13
"Cluster_6494",27,142,16,106,147,121
"Cluster_6495",15,49,6,45,83,62
"Cluster_6496",9,53,4,35,80,49
"Cluster_6497",19,114,13,105,125,130
"Cluster_6498",13,81,7,50,122,68
"Cluster_6499",1,14,1,11,13,13
"Cluster_6500",1,9,2,4,7,11
"Cluster_6501",4,16,5,11,22,7
"Cluster_6502",23,41,4,35,6,47
"Cluster_6503",14,36,8,48,41,43
"Cluster_6504",1,6,1,4,15,3
"Cluster_6505",8,17,0,23,20,18
"Cluster_6506",5,12,1,15,32,16
"Cluster_6507",3,6,0,7,8,9
"Cluster_6508",4,13,0,16,19,14
"Cluster_6509",50,215,29,176,219,162
"Cluster_6510",1,2,0,9,11,4
"Cluster_6511",8,12,2,11,12,20
"Cluster_6512",9,30,7,28,19,33
"Cluster_6513",32,51,21,77,51,121
"Cluster_6514",21,31,7,30,13,28
"Cluster_6515",15,14,7,14,9,28
"Cluster_6516",24,57,11,56,20,55
"Cluster_6517",13,57,1,29,27,66
"Cluster_6518",2,21,4,32,19,26
"Cluster_6519",4,15,5,8,6,18
"Cluster_6520",1,0,0,4,11,12
"Cluster_6521",0,0,0,19,10,20
"Cluster_6522",6,0,1,8,3,9
"Cluster_6523",6,27,5,55,54,52
"Cluster_6524",3,13,7,27,25,45
"Cluster_6525",4,36,4,34,120,35
"Cluster_6526",7,6,1,10,4,12
"Cluster_6527",7,4,0,11,14,16
"Cluster_6528",33,85,23,28,19,51
"Cluster_6529",0,0,0,13,2,8
"Cluster_6530",0,15,0,35,18,26
"Cluster_6531",2,15,1,9,17,16
"Cluster_6532",10,56,9,31,79,50
"Cluster_6533",7,34,3,33,45,22
"Cluster_6534",10,12,0,4,8,8
"Cluster_6535",1,2,4,14,3,13
"Cluster_6536",14,47,4,41,42,40
"Cluster_6537",10,45,2,39,109,48
"Cluster_6538",9,36,8,33,66,46
"Cluster_6539",5,37,3,40,82,48
"Cluster_6540",1,8,0,8,12,11
"Cluster_6541",206,181,24,173,66,204
"Cluster_6542",25,40,4,43,33,41
"Cluster_6543",44,716,44,302,589,346
"Cluster_6544",3,7,0,18,14,16
"Cluster_6545",11,48,5,38,48,68
"Cluster_6546",2,6,2,9,17,7
"Cluster_6547",1,8,1,2,15,7
"Cluster_6548",1,6,0,5,14,7
"Cluster_6549",1,4,1,8,10,4
"Cluster_6550",16,78,11,88,95,101
"Cluster_6551",12725,13124,5232,17988,6744,22337
"Cluster_6552",28,165,21,138,280,136
"Cluster_6553",9,23,3,23,50,35
"Cluster_6554",8,57,5,45,78,40
"Cluster_6555",2,36,2,25,40,33
"Cluster_6556",32,125,4,102,139,118
"Cluster_6557",21,68,6,80,113,56
"Cluster_6558",3,11,1,5,12,12
"Cluster_6559",2,11,0,15,19,14
"Cluster_6560",20,22,2,11,18,34
"Cluster_6561",4,15,2,27,29,26
"Cluster_6562",1842,3367,417,2668,7352,2824
"Cluster_6563",0,11,2,7,23,14
"Cluster_6564",4,16,0,10,21,17
"Cluster_6565",7,13,0,14,23,8
"Cluster_6566",4,16,1,19,19,16
"Cluster_6567",298,711,163,451,769,534
"Cluster_6568",124,238,8,139,197,200
"Cluster_6569",4,7,0,7,13,6
"Cluster_6570",5,18,1,14,38,24
"Cluster_6571",2,5,2,6,18,16
"Cluster_6572",28,138,15,130,281,140
"Cluster_6573",17,7,0,13,5,7
"Cluster_6574",3,7,0,4,19,8
"Cluster_6575",25,53,2,56,96,54
"Cluster_6576",7,24,5,27,41,24
"Cluster_6577",1,3,0,10,10,13
"Cluster_6578",3,4,2,13,8,12
"Cluster_6579",2,1,1,6,5,13
"Cluster_6580",2,3,0,7,13,8
"Cluster_6581",2,5,0,12,12,4
"Cluster_6582",6,11,1,10,30,29
"Cluster_6583",3,3,4,5,5,18
"Cluster_6584",6,11,2,29,29,22
"Cluster_6585",3,5,1,5,8,10
"Cluster_6586",19,31,13,26,9,20
"Cluster_6587",11,10,3,15,23,10
"Cluster_6588",6,17,0,8,17,13
"Cluster_6589",1,2,2,8,7,9
"Cluster_6590",0,2,0,11,8,4
"Cluster_6591",5,10,0,5,20,8
"Cluster_6592",6,9,1,8,11,8
"Cluster_6593",35,57,85,82,110,121
"Cluster_6594",15,32,8,27,47,31
"Cluster_6595",3,21,1,30,38,16
"Cluster_6596",4,9,1,17,21,20
"Cluster_6597",267,250,108,244,162,267
"Cluster_6598",50,43,13,39,44,34
"Cluster_6599",478,391,124,510,173,574
"Cluster_6600",3,14,4,4,7,20
"Cluster_6601",7,20,1,16,41,14
"Cluster_6602",7,47,5,35,39,28
"Cluster_6603",9,41,1,32,65,44
"Cluster_6604",9,7,3,11,14,12
"Cluster_6605",21,125,7,60,140,82
"Cluster_6606",1,9,0,6,12,6
"Cluster_6607",38,255,31,128,254,127
"Cluster_6608",26,88,7,46,67,42
"Cluster_6609",27,57,11,47,96,67
"Cluster_6610",2,16,1,8,18,8
"Cluster_6611",3,18,1,14,29,13
"Cluster_6612",4,2,0,4,12,6
"Cluster_6613",1,2,0,9,20,9
"Cluster_6614",27,104,9,87,172,97
"Cluster_6615",7,18,5,22,33,23
"Cluster_6616",1150,5726,500,3270,4131,3975
"Cluster_6617",0,14,1,6,11,5
"Cluster_6618",17,64,4,59,124,80
"Cluster_6619",3,17,0,13,9,21
"Cluster_6620",1,20,0,8,6,14
"Cluster_6621",50,141,12,97,193,119
"Cluster_6622",57,259,16,133,225,214
"Cluster_6623",1,4,0,6,10,8
"Cluster_6624",5,24,2,54,52,56
"Cluster_6625",1,6,1,2,11,7
"Cluster_6626",0,9,1,3,15,5
"Cluster_6627",6,9,2,10,15,11
"Cluster_6628",3,13,0,1,6,9
"Cluster_6629",34,274,17,91,46,93
"Cluster_6630",22,19,4,21,8,25
"Cluster_6631",4,40,6,18,24,37
"Cluster_6632",8,25,3,11,11,18
"Cluster_6633",1430,3471,679,2801,4130,3413
"Cluster_6634",41,82,13,81,119,106
"Cluster_6635",10,44,2,45,60,31
"Cluster_6636",4,15,3,21,36,31
"Cluster_6637",10,21,4,28,59,39
"Cluster_6638",8,32,2,25,55,20
"Cluster_6639",10,38,4,15,31,20
"Cluster_6640",9,46,5,21,26,28
"Cluster_6641",1,18,2,10,4,16
"Cluster_6642",7,12,1,11,4,12
"Cluster_6643",9,15,6,18,11,30
"Cluster_6644",33,104,7,60,124,102
"Cluster_6645",4,43,7,56,66,40
"Cluster_6646",9,25,4,13,18,15
"Cluster_6647",123,434,48,421,908,450
"Cluster_6648",4,3,4,14,9,13
"Cluster_6649",4,17,153,5,6,139
"Cluster_6650",0,12,0,10,10,3
"Cluster_6651",3,14,0,7,4,10
"Cluster_6652",5,15,1,12,19,12
"Cluster_6653",4,14,4,10,20,9
"Cluster_6654",11,49,1,19,28,41
"Cluster_6655",4,25,0,20,23,14
"Cluster_6656",16,136,3,114,151,88
"Cluster_6657",4,13,0,9,11,12
"Cluster_6658",2,12,3,11,10,15
"Cluster_6659",7,22,0,14,55,26
"Cluster_6660",11,21,1,26,16,20
"Cluster_6661",137,279,32,182,60,210
"Cluster_6662",23,105,13,66,128,89
"Cluster_6663",1,11,0,6,20,4
"Cluster_6664",11,32,5,28,31,30
"Cluster_6665",26,179,10,110,150,120
"Cluster_6666",33,201,15,135,236,146
"Cluster_6667",36,22,0,14,10,39
"Cluster_6668",8,13,2,22,8,26
"Cluster_6669",42,39,10,87,46,91
"Cluster_6670",0,5,1,12,11,6
"Cluster_6671",5,1,1,13,23,16
"Cluster_6672",3,20,1,21,24,15
"Cluster_6673",3,9,2,13,19,7
"Cluster_6674",0,4,4,7,1,13
"Cluster_6675",63,184,31,145,121,166
"Cluster_6676",1,6,1,2,29,5
"Cluster_6677",0,8,1,4,19,7
"Cluster_6678",25,56,4,46,175,57
"Cluster_6679",5,12,4,14,64,29
"Cluster_6680",3,5,0,6,15,3
"Cluster_6681",34,109,43,118,199,164
"Cluster_6682",0,11,8,10,14,10
"Cluster_6683",14,54,7,53,124,75
"Cluster_6684",18,94,12,77,121,66
"Cluster_6685",14,54,7,50,52,65
"Cluster_6686",71,163,30,118,129,101
"Cluster_6687",526,2820,56,2062,2544,2448
"Cluster_6688",0,4,0,3,17,8
"Cluster_6689",73,263,44,310,1455,403
"Cluster_6690",4,19,1,12,34,19
"Cluster_6691",5,20,2,8,12,7
"Cluster_6692",8,26,2,29,83,36
"Cluster_6693",7,8,0,6,22,2
"Cluster_6694",6,4,0,4,25,4
"Cluster_6695",13,38,5,48,33,65
"Cluster_6696",11,37,9,23,14,56
"Cluster_6697",7,9,1,5,10,7
"Cluster_6698",1,17,0,24,30,26
"Cluster_6699",0,6,2,13,1,9
"Cluster_6700",12,15,2,15,4,28
"Cluster_6701",66,21,40,26,6,75
"Cluster_6702",10,5,6,12,2,19
"Cluster_6703",16,17,9,28,2,42
"Cluster_6704",16,14,7,25,1,27
"Cluster_6705",168,158,66,212,44,287
"Cluster_6706",49,35,24,43,3,74
"Cluster_6707",184,193,83,204,36,261
"Cluster_6708",11,2,3,5,0,14
"Cluster_6709",30,41,4,29,8,50
"Cluster_6710",150,298,41,211,138,261
"Cluster_6711",7,29,5,28,20,25
"Cluster_6712",212,483,104,575,388,704
"Cluster_6713",30,110,20,99,147,115
"Cluster_6714",6,5,1,11,6,14
"Cluster_6715",10,55,8,48,106,85
"Cluster_6716",10,29,2,27,61,39
"Cluster_6717",5,22,0,4,12,14
"Cluster_6718",1,11,0,10,18,9
"Cluster_6719",83,390,15,186,455,182
"Cluster_6720",9,33,7,18,73,19
"Cluster_6721",37,102,12,64,151,96
"Cluster_6722",2,6,1,6,10,13
"Cluster_6723",8,31,2,14,32,23
"Cluster_6724",58,119,17,88,111,103
"Cluster_6725",6,52,10,50,74,33
"Cluster_6726",6,41,1,38,50,43
"Cluster_6727",0,15,0,20,22,17
"Cluster_6728",2,3,0,6,7,8
"Cluster_6729",30,102,7,74,107,109
"Cluster_6730",4,11,3,20,25,9
"Cluster_6731",17,52,7,69,106,53
"Cluster_6732",31,117,17,100,131,119
"Cluster_6733",3,9,2,9,2,20
"Cluster_6734",5,7,3,13,5,13
"Cluster_6735",8,26,0,13,28,17
"Cluster_6736",2,31,3,21,52,15
"Cluster_6737",2,3,0,6,12,2
"Cluster_6738",6,42,2,43,65,31
"Cluster_6739",1,5,1,5,27,10
