"","97.bam","105.bam","113.bam","91.bam","99.bam","107.bam"
"Cluster_5418",10,14,0,4,4,16
"Cluster_5419",2860,5101,1240,7048,3590,6890
"Cluster_5420",3,11,0,9,10,7
"Cluster_5421",1,9,0,8,36,18
"Cluster_5422",1,9,0,2,5,7
"Cluster_5423",3,12,4,13,14,9
"Cluster_5424",3,5,0,7,28,5
"Cluster_5425",8,20,2,18,48,22
"Cluster_5426",578,2756,200,2110,3167,2247
"Cluster_5427",4,17,0,13,6,4
"Cluster_5428",5,12,1,6,10,17
"Cluster_5429",3,14,2,18,17,17
"Cluster_5430",1,0,0,6,15,2
"Cluster_5431",1,12,1,8,18,14
"Cluster_5432",6,0,0,17,0,31
"Cluster_5433",28,87,7,88,178,135
"Cluster_5434",5,12,4,7,12,8
"Cluster_5435",4,7,2,6,15,5
"Cluster_5436",2,6,0,6,11,8
"Cluster_5437",8,11,1,10,4,12
"Cluster_5438",8,15,3,10,30,21
"Cluster_5439",13,25,4,15,18,25
"Cluster_5440",27,95,20,84,150,91
"Cluster_5441",8,12,11,22,23,19
"Cluster_5442",5,28,6,24,32,24
"Cluster_5443",0,4,0,8,9,6
"Cluster_5444",15,28,13,40,62,30
"Cluster_5445",3,5,5,12,10,18
"Cluster_5446",11,35,0,21,69,20
"Cluster_5447",6,12,2,7,24,5
"Cluster_5448",7,26,6,21,55,25
"Cluster_5449",11,21,1,13,39,19
"Cluster_5450",6,18,2,17,23,27
"Cluster_5451",3,14,0,12,18,14
"Cluster_5452",26,97,7,84,77,61
"Cluster_5453",5,41,2,29,50,28
"Cluster_5454",0,5,2,4,19,7
"Cluster_5455",31,97,16,94,207,87
"Cluster_5456",20,79,9,87,164,82
"Cluster_5457",27,110,7,93,219,99
"Cluster_5458",22,39,9,43,84,55
"Cluster_5459",3,19,7,20,53,24
"Cluster_5460",9,37,6,51,94,45
"Cluster_5461",4,4,1,20,4,11
"Cluster_5462",23,61,19,68,102,68
"Cluster_5463",8,24,1,15,37,17
"Cluster_5464",4,13,0,8,10,11
"Cluster_5465",11,32,4,30,63,25
"Cluster_5466",12,28,1,39,48,32
"Cluster_5467",2,7,3,13,11,16
"Cluster_5468",25,89,8,65,206,113
"Cluster_5469",35,69,32,122,119,164
"Cluster_5470",23,157,22,144,246,143
"Cluster_5471",10,18,2,16,22,27
"Cluster_5472",6,14,2,21,32,21
"Cluster_5473",310,1146,98,966,1277,901
"Cluster_5474",8,41,9,29,37,46
"Cluster_5475",37,257,31,240,362,308
"Cluster_5476",236,702,118,498,207,600
"Cluster_5477",15,43,3,18,33,34
"Cluster_5478",42,169,6,85,177,109
"Cluster_5479",6,13,1,11,6,12
"Cluster_5480",93,114,16,20,4,33
"Cluster_5481",10,26,2,16,37,25
"Cluster_5482",5,16,2,15,11,9
"Cluster_5483",17,38,35,37,35,53
"Cluster_5484",339,918,107,719,1408,892
"Cluster_5485",139,391,100,406,260,496
"Cluster_5486",7516,21592,4271,6905,1909,10131
"Cluster_5487",61,296,54,220,399,287
"Cluster_5488",209,695,119,671,1069,895
"Cluster_5489",64,102,44,128,82,166
"Cluster_5490",86,284,44,207,623,263
"Cluster_5491",53,208,18,199,305,193
"Cluster_5492",35,98,21,101,125,117
"Cluster_5493",2,6,1,9,22,15
"Cluster_5494",14,87,6,61,82,61
"Cluster_5495",12,59,8,42,78,50
"Cluster_5496",6,15,0,17,54,20
"Cluster_5497",97,302,30,336,432,374
"Cluster_5498",2,6,0,17,14,21
"Cluster_5499",6,0,0,9,2,14
"Cluster_5500",2,3,2,10,3,11
"Cluster_5501",10,37,1,23,16,26
"Cluster_5502",0,9,3,5,17,11
"Cluster_5503",7,27,1,22,24,13
"Cluster_5504",2,5,0,9,9,10
"Cluster_5505",4,6,4,4,23,15
"Cluster_5506",2,8,0,9,10,3
"Cluster_5507",4,17,2,5,16,7
"Cluster_5508",29,123,14,99,190,125
"Cluster_5509",2,27,1,22,31,25
"Cluster_5510",0,7,0,6,10,7
"Cluster_5511",8,30,5,18,50,49
"Cluster_5512",1,11,1,3,12,5
"Cluster_5513",13,9,5,3,7,19
"Cluster_5514",4,14,1,11,15,8
"Cluster_5515",19,105,12,79,165,97
"Cluster_5516",56,296,15,138,276,196
"Cluster_5517",18,36,16,37,33,56
"Cluster_5518",16,46,2,54,63,64
"Cluster_5519",32,21,4,66,8,43
"Cluster_5520",2,16,0,10,3,10
"Cluster_5521",8,17,4,12,10,14
"Cluster_5522",40,133,11,116,165,143
"Cluster_5523",83,509,48,377,700,438
"Cluster_5524",11,32,2,28,34,38
"Cluster_5525",1,10,0,7,17,11
"Cluster_5526",0,26,9,62,107,7
"Cluster_5527",3,15,8,12,9,11
"Cluster_5528",8,54,11,8,14,30
"Cluster_5529",13,46,6,35,74,40
"Cluster_5530",173,495,61,396,543,408
"Cluster_5531",5,14,3,14,22,25
"Cluster_5532",0,9,1,5,10,9
"Cluster_5533",45,146,27,109,152,116
"Cluster_5534",5,1,3,7,7,16
"Cluster_5535",6,22,5,24,13,27
"Cluster_5536",18,24,2,11,20,22
"Cluster_5537",18,36,6,28,52,27
"Cluster_5538",0,9,2,12,24,13
"Cluster_5539",60,194,44,234,148,250
"Cluster_5540",181,278,87,335,82,461
"Cluster_5541",3,3,1,16,11,6
"Cluster_5542",0,7,0,6,12,6
"Cluster_5543",7,20,4,32,62,41
"Cluster_5544",3,17,3,15,23,16
"Cluster_5545",3,7,0,5,19,9
"Cluster_5546",3,11,0,15,14,11
"Cluster_5547",91,468,47,313,656,355
"Cluster_5548",1,10,2,11,4,8
"Cluster_5549",36,59,8,69,109,76
"Cluster_5550",10,34,3,39,17,47
"Cluster_5551",20,47,7,51,55,91
"Cluster_5552",4,9,2,6,1,16
"Cluster_5553",6,4,5,14,4,14
"Cluster_5554",130,358,91,407,284,418
"Cluster_5555",25,42,11,49,97,65
"Cluster_5556",33,125,37,107,218,131
"Cluster_5557",2,8,0,11,18,9
"Cluster_5558",26,119,13,108,284,140
"Cluster_5559",93,337,164,259,511,520
"Cluster_5560",8,21,4,18,32,19
"Cluster_5561",2,5,0,5,28,9
"Cluster_5562",2,8,2,8,12,3
"Cluster_5563",1,6,0,7,9,7
"Cluster_5564",0,3,2,9,11,4
"Cluster_5565",17,51,3,33,56,43
"Cluster_5566",24,117,7,70,226,87
"Cluster_5567",70,221,18,158,260,143
"Cluster_5568",5,21,0,21,37,23
"Cluster_5569",103,517,62,437,848,423
"Cluster_5570",106,467,45,317,381,333
"Cluster_5571",15,30,5,28,84,53
"Cluster_5572",2,11,1,12,19,14
"Cluster_5573",52,171,9,92,234,125
"Cluster_5574",17,99,19,59,154,68
"Cluster_5575",0,4,0,7,8,9
"Cluster_5576",19,59,8,84,101,88
"Cluster_5577",59,92,9,52,11,68
"Cluster_5578",142,246,25,126,36,126
"Cluster_5579",24,70,4,41,19,28
"Cluster_5580",20,51,7,49,106,54
"Cluster_5581",4,9,5,6,14,6
"Cluster_5582",5,22,4,24,54,34
"Cluster_5583",186,149,131,202,174,231
"Cluster_5584",38,121,12,104,185,110
"Cluster_5585",9,87,5,29,94,48
"Cluster_5586",2,11,0,4,17,6
"Cluster_5587",3,5,0,13,4,17
"Cluster_5588",1062,3534,235,1682,877,1415
"Cluster_5589",473,1034,136,514,81,795
"Cluster_5590",3,21,5,15,42,17
"Cluster_5591",20,84,10,56,143,61
"Cluster_5592",12,59,5,39,138,46
"Cluster_5593",2,20,3,17,49,19
"Cluster_5594",68,211,16,197,438,212
"Cluster_5595",5,21,3,27,47,28
"Cluster_5596",38,166,11,107,211,120
"Cluster_5597",9,44,5,25,101,32
"Cluster_5598",2,9,2,8,20,6
"Cluster_5599",3,8,2,8,10,3
"Cluster_5600",367,612,60,602,237,539
"Cluster_5601",146,1260,55,2272,3853,891
"Cluster_5602",240,949,79,418,290,487
"Cluster_5603",2,9,2,9,30,12
"Cluster_5604",15,64,3,41,131,46
"Cluster_5605",58,179,33,248,219,257
"Cluster_5606",18,24,5,78,83,47
"Cluster_5607",344,3023,100,1139,411,1131
"Cluster_5608",4,9,1,11,47,31
"Cluster_5609",11,32,5,34,50,49
"Cluster_5610",10,55,0,55,89,51
"Cluster_5611",48,253,27,255,479,338
"Cluster_5612",28,68,10,56,81,73
"Cluster_5613",87,161,38,154,83,196
"Cluster_5614",20,59,9,57,112,63
"Cluster_5615",6,23,6,27,44,34
"Cluster_5616",26,109,10,41,71,66
"Cluster_5617",26,41,14,63,104,70
"Cluster_5618",135,427,39,348,687,373
"Cluster_5619",12,30,1,22,54,30
"Cluster_5620",4,23,4,20,33,16
"Cluster_5621",7,16,0,17,46,25
"Cluster_5622",44,102,20,126,200,131
"Cluster_5623",0,2,3,9,4,11
"Cluster_5624",23,41,6,35,57,43
"Cluster_5625",11,26,7,30,28,41
"Cluster_5626",4,13,3,17,20,24
"Cluster_5627",190,781,72,473,691,544
"Cluster_5628",14,20,6,30,13,33
"Cluster_5629",12,38,7,47,32,57
"Cluster_5630",8,10,0,7,8,10
"Cluster_5631",52,205,23,153,246,189
"Cluster_5632",3,8,1,15,40,19
"Cluster_5633",135,61,4,67,78,133
"Cluster_5634",12,59,36,45,52,81
"Cluster_5635",5,26,3,11,16,21
"Cluster_5636",0,1,0,6,12,4
"Cluster_5637",0,18,2,11,23,17
"Cluster_5638",12,61,4,32,53,34
"Cluster_5639",2,12,0,7,30,12
"Cluster_5640",32,147,8,153,220,145
"Cluster_5641",6,39,4,12,53,33
"Cluster_5642",2,5,7,8,15,25
"Cluster_5643",60,331,14,248,634,279
"Cluster_5644",14,102,3,65,172,72
"Cluster_5645",32,190,4,134,300,155
"Cluster_5646",11,51,2,30,71,39
"Cluster_5647",14,56,7,38,42,52
"Cluster_5648",12,18,2,17,10,27
"Cluster_5649",0,5,0,7,22,7
"Cluster_5650",4,19,3,15,31,23
"Cluster_5651",2,6,0,15,8,6
"Cluster_5652",2,7,0,3,11,9
"Cluster_5653",60,237,20,133,193,191
"Cluster_5654",5,15,3,14,19,13
"Cluster_5655",38,59,8,39,37,82
"Cluster_5656",1,2,1,9,7,14
"Cluster_5657",2,11,0,6,16,12
"Cluster_5658",39,171,12,166,304,155
"Cluster_5659",2,22,0,12,7,6
"Cluster_5660",205,816,117,801,1714,1006
"Cluster_5661",89,293,40,238,276,301
"Cluster_5662",3,4,2,8,18,25
"Cluster_5663",55,265,20,219,359,238
"Cluster_5664",26,67,11,92,85,109
"Cluster_5665",140,90,0,52,0,34
"Cluster_5666",7,21,2,23,58,27
"Cluster_5667",5,13,0,6,31,20
"Cluster_5668",49,60,20,135,132,176
"Cluster_5669",49,216,25,254,547,289
"Cluster_5670",91,133,22,165,132,212
"Cluster_5671",2,16,2,24,32,19
"Cluster_5672",94,148,52,67,96,113
"Cluster_5673",4,5,1,15,19,9
"Cluster_5674",7,24,0,21,45,26
"Cluster_5675",7,6,4,13,2,14
"Cluster_5676",4,15,1,14,2,21
"Cluster_5677",1,12,1,4,9,9
"Cluster_5678",1,24,1,13,14,9
"Cluster_5679",3,24,1,12,26,14
"Cluster_5680",2,19,3,8,23,8
"Cluster_5681",0,13,1,6,15,6
"Cluster_5682",34,155,5,86,224,105
"Cluster_5683",25,30,5,37,28,58
"Cluster_5684",41,110,23,117,181,107
"Cluster_5685",12,32,6,23,40,21
"Cluster_5686",5,43,2,33,74,35
"Cluster_5687",5,9,3,16,29,18
"Cluster_5688",452,328,346,373,93,620
"Cluster_5689",6,6,4,11,13,13
"Cluster_5690",15,76,3,50,114,70
"Cluster_5691",19,56,10,39,37,58
"Cluster_5692",11,57,4,38,23,40
"Cluster_5693",37,62,4,70,114,64
"Cluster_5694",12,81,15,70,116,65
"Cluster_5695",11,65,12,62,101,74
"Cluster_5696",8,20,3,17,30,25
"Cluster_5697",1122,889,763,363,126,844
"Cluster_5698",0,5,1,14,5,11
"Cluster_5699",1,14,3,28,35,40
"Cluster_5700",44,189,20,179,273,181
"Cluster_5701",6,25,5,28,41,28
"Cluster_5702",1868,3549,1336,5603,2696,6724
"Cluster_5703",105,286,59,206,314,308
"Cluster_5704",16,35,8,19,39,22
"Cluster_5705",28,26,6,17,38,32
"Cluster_5706",1235,2493,507,2839,2079,3127
"Cluster_5707",4,17,1,14,25,15
"Cluster_5708",7,12,0,11,11,10
"Cluster_5709",4,30,4,25,32,27
"Cluster_5710",4,26,2,13,19,8
"Cluster_5711",0,9,0,3,11,5
"Cluster_5712",5,26,3,17,15,17
"Cluster_5713",8,19,0,15,31,26
"Cluster_5714",3,10,0,8,11,8
"Cluster_5715",7,20,1,16,45,15
"Cluster_5716",16,67,34,53,118,98
"Cluster_5717",7,22,6,18,29,24
"Cluster_5718",7,29,3,23,66,49
"Cluster_5719",2,16,3,15,18,10
"Cluster_5720",3,14,10,14,14,18
"Cluster_5721",0,3,4,6,13,10
"Cluster_5722",64,103,20,167,134,182
"Cluster_5723",58,102,23,120,124,109
"Cluster_5724",19,132,26,125,180,129
"Cluster_5725",14,26,4,31,30,29
"Cluster_5726",4,13,0,8,26,8
"Cluster_5727",153,647,70,649,978,683
"Cluster_5728",4,11,2,14,4,21
"Cluster_5729",20,24,5,53,12,61
"Cluster_5730",6,10,5,15,1,22
"Cluster_5731",21,28,13,50,11,48
"Cluster_5732",34,156,17,140,288,140
"Cluster_5733",2,12,0,20,0,17
"Cluster_5734",12,60,8,40,92,51
"Cluster_5735",6,34,0,30,42,32
"Cluster_5736",57,226,44,291,699,365
"Cluster_5737",1,6,0,7,11,7
"Cluster_5738",8,39,4,25,77,38
"Cluster_5739",11,48,1,49,80,39
"Cluster_5740",2,4,0,5,1,16
"Cluster_5741",13,50,13,54,71,61
"Cluster_5742",102,360,45,292,535,335
"Cluster_5743",6,12,0,21,0,10
"Cluster_5744",26,177,28,162,216,158
"Cluster_5745",3,18,1,10,21,12
"Cluster_5746",184,384,58,332,547,387
"Cluster_5747",41,110,27,72,20,145
"Cluster_5748",51,85,3,53,49,66
"Cluster_5749",210,735,189,798,1727,925
"Cluster_5750",6,8,2,15,8,21
"Cluster_5751",7,14,14,10,17,17
"Cluster_5752",37,211,13,152,376,188
"Cluster_5753",26,102,6,70,187,105
"Cluster_5754",0,5,2,10,8,7
"Cluster_5755",0,0,0,8,9,10
"Cluster_5756",3,21,0,26,27,23
"Cluster_5757",13,50,15,57,51,95
"Cluster_5758",18,42,7,31,21,66
"Cluster_5759",2,15,2,18,24,19
"Cluster_5760",100,227,20,180,308,238
"Cluster_5761",4,23,9,22,21,49
"Cluster_5762",3,6,3,7,3,15
"Cluster_5763",51,82,21,137,35,150
"Cluster_5764",18,91,12,92,179,99
"Cluster_5765",107,325,60,326,658,426
"Cluster_5766",70,251,34,213,247,252
"Cluster_5767",2,3,4,6,2,15
"Cluster_5768",4,7,3,16,10,24
"Cluster_5769",4,21,0,16,44,17
"Cluster_5770",0,24,0,5,31,18
"Cluster_5771",8,49,2,32,39,21
"Cluster_5772",19,113,14,69,133,102
"Cluster_5773",0,29,6,1,14,7
"Cluster_5774",22,59,10,96,140,111
"Cluster_5775",42,143,33,208,163,281
"Cluster_5776",77,69,78,106,68,154
"Cluster_5777",37,29,28,48,51,44
"Cluster_5778",1,15,4,10,28,8
"Cluster_5779",4,29,5,10,38,28
"Cluster_5780",7,12,0,16,32,16
"Cluster_5781",9,44,5,49,68,37
"Cluster_5782",2,4,0,3,9,12
"Cluster_5783",25,75,4,54,103,50
"Cluster_5784",6,31,3,11,4,18
"Cluster_5785",5,19,0,14,18,13
"Cluster_5786",7,28,0,15,20,19
"Cluster_5787",5,25,4,27,43,17
"Cluster_5788",30,148,17,123,329,145
"Cluster_5789",10,55,3,27,80,38
"Cluster_5790",4,14,2,13,39,19
"Cluster_5791",194,267,21,144,22,185
"Cluster_5792",12,25,0,24,45,42
"Cluster_5793",19,31,1,16,72,33
"Cluster_5794",58,255,18,197,414,248
"Cluster_5795",16,35,6,39,31,51
"Cluster_5796",4517,35225,943,22281,7926,16464
"Cluster_5797",3,22,1,15,34,9
"Cluster_5798",32,135,13,86,307,115
"Cluster_5799",21,51,7,51,76,61
"Cluster_5800",0,13,0,5,15,5
"Cluster_5801",15,48,5,47,71,48
"Cluster_5802",7,33,1,31,75,35
"Cluster_5803",5,22,3,24,37,23
"Cluster_5804",8,46,2,43,60,49
"Cluster_5805",18,27,1,29,35,27
"Cluster_5806",2,8,1,11,18,17
"Cluster_5807",7,9,3,11,7,23
"Cluster_5808",5,17,3,16,25,11
"Cluster_5809",7,73,4,40,108,71
"Cluster_5810",70,441,43,259,597,357
"Cluster_5811",148,158,25,218,220,252
"Cluster_5812",1,10,5,8,10,5
"Cluster_5813",6,18,2,16,25,12
"Cluster_5814",5,7,1,5,27,8
"Cluster_5815",14,57,11,58,111,75
"Cluster_5816",1,5,0,6,10,7
"Cluster_5817",21,30,5,27,43,45
"Cluster_5818",15,66,5,48,112,53
"Cluster_5819",22,117,11,77,132,87
"Cluster_5820",4,20,3,23,43,25
"Cluster_5821",6,6,5,10,6,6
"Cluster_5822",8,24,6,31,41,33
"Cluster_5823",13,39,10,24,20,41
"Cluster_5824",20,43,11,41,63,46
"Cluster_5825",23,19,9,41,17,57
"Cluster_5826",50,65,28,88,39,116
"Cluster_5827",115,152,21,229,511,265
"Cluster_5828",88,113,45,215,169,275
"Cluster_5829",526,998,154,1758,656,2160
"Cluster_5830",4598,10493,1328,10933,5102,15392
"Cluster_5831",119,182,26,127,53,192
"Cluster_5832",2,12,3,7,12,9
"Cluster_5833",5,3,1,6,15,13
"Cluster_5834",0,5,1,4,9,6
"Cluster_5835",5,22,0,8,23,14
"Cluster_5836",3,11,0,9,10,10
"Cluster_5837",5,16,1,4,18,11
"Cluster_5838",2,8,3,9,26,15
"Cluster_5839",4,19,3,10,47,22
"Cluster_5840",86,210,49,259,308,335
"Cluster_5841",115,471,80,415,855,497
"Cluster_5842",40,205,41,195,319,281
"Cluster_5843",6,12,1,24,5,20
"Cluster_5844",8,23,3,16,12,11
"Cluster_5845",4,4,0,10,7,7
"Cluster_5846",50,144,24,133,168,165
"Cluster_5847",17,54,10,44,47,66
"Cluster_5848",25,71,7,82,164,80
"Cluster_5849",26,104,14,72,160,93
"Cluster_5850",41,159,25,493,1374,606
"Cluster_5851",2,8,1,21,45,25
"Cluster_5852",11,9,2,23,55,25
"Cluster_5853",28,52,10,73,104,82
"Cluster_5854",13,16,1,23,30,16
"Cluster_5855",4,18,3,8,16,16
"Cluster_5856",3,21,0,14,31,10
"Cluster_5857",1,7,3,14,30,5
"Cluster_5858",1,49,99,0,10,36
"Cluster_5859",13,31,10,43,64,30
"Cluster_5860",14,41,12,65,53,52
"Cluster_5861",22,46,17,80,144,108
"Cluster_5862",6,9,0,8,10,10
"Cluster_5863",4,25,0,6,14,9
"Cluster_5864",37,341,33,254,498,268
"Cluster_5865",72,218,58,317,421,409
"Cluster_5866",2,5,1,5,18,7
"Cluster_5867",107,229,22,236,253,234
"Cluster_5868",2,0,20,4,3,23
"Cluster_5869",75,253,44,114,94,187
"Cluster_5870",33,111,42,112,85,237
"Cluster_5871",97,168,28,314,253,330
"Cluster_5872",4,19,2,16,30,27
"Cluster_5873",2,9,1,5,14,15
"Cluster_5874",6,24,2,14,42,24
"Cluster_5875",5,12,3,11,16,13
"Cluster_5876",23,81,19,54,118,87
"Cluster_5877",13,83,9,42,109,45
"Cluster_5878",21,78,7,60,141,46
"Cluster_5879",113,247,77,278,144,334
"Cluster_5880",3,8,4,13,3,26
"Cluster_5881",3,6,4,5,5,13
"Cluster_5882",48,237,16,155,363,204
"Cluster_5883",2,91,5,122,86,134
"Cluster_5884",29,151,15,141,381,127
"Cluster_5885",1,7,3,6,19,11
"Cluster_5886",5,14,1,20,30,18
"Cluster_5887",8,181,10,390,118,403
"Cluster_5888",2,8,1,11,26,22
"Cluster_5889",2,7,2,13,17,14
"Cluster_5890",7,5,4,14,20,22
"Cluster_5891",1,11,3,20,45,21
"Cluster_5892",4,8,0,8,9,7
"Cluster_5893",6,9,6,11,34,22
"Cluster_5894",0,3,0,4,12,8
"Cluster_5895",22,51,5,41,70,55
"Cluster_5896",59,75,10,93,143,104
"Cluster_5897",10,81,21,54,75,52
"Cluster_5898",1,13,0,10,23,9
"Cluster_5899",6,19,2,9,9,12
"Cluster_5900",11,28,0,20,41,29
"Cluster_5901",4,11,2,18,16,13
"Cluster_5902",53,206,32,566,260,641
"Cluster_5903",18,87,5,73,120,102
"Cluster_5904",13,43,10,41,27,46
"Cluster_5905",4629,13405,531,21163,44762,24068
"Cluster_5906",7,6,2,24,8,15
"Cluster_5907",23,47,3,72,118,54
"Cluster_5908",1,8,3,8,12,11
"Cluster_5909",18,52,10,69,70,87
"Cluster_5910",20,156,9,106,158,115
"Cluster_5911",16,37,4,41,132,50
"Cluster_5912",6,12,3,19,12,29
"Cluster_5913",10,21,1,15,29,32
"Cluster_5914",6,20,2,11,28,17
"Cluster_5915",61,156,36,172,374,211
"Cluster_5916",14,29,14,53,20,54
"Cluster_5917",19,25,1,25,9,41
"Cluster_5918",0,2,2,14,22,4
"Cluster_5919",4,9,3,12,5,13
"Cluster_5920",13,18,5,32,30,28
"Cluster_5921",28,81,4,70,153,85
"Cluster_5922",32,65,15,90,64,79
"Cluster_5923",2,14,1,8,25,9
"Cluster_5924",16,99,7,53,101,57
"Cluster_5925",10,7,1,12,10,10
"Cluster_5926",3,13,0,22,14,17
"Cluster_5927",24,10,3,123,58,117
"Cluster_5928",6,5,0,23,25,27
"Cluster_5929",1,10,1,6,14,7
"Cluster_5930",15,37,6,34,37,58
"Cluster_5931",16,50,9,43,78,60
"Cluster_5932",67,174,24,140,85,175
"Cluster_5933",8,17,5,38,8,40
"Cluster_5934",9,16,4,23,27,30
"Cluster_5935",11,23,5,19,34,24
"Cluster_5936",17,76,4,45,215,52
"Cluster_5937",7,15,0,24,69,39
"Cluster_5938",2,9,1,7,23,9
"Cluster_5939",24,106,14,89,154,117
"Cluster_5940",6,26,2,19,29,25
"Cluster_5941",5,32,3,31,46,34
"Cluster_5942",18,64,7,35,71,47
"Cluster_5943",21,89,8,56,128,60
"Cluster_5944",5,22,1,38,73,25
"Cluster_5945",6,23,5,38,69,43
"Cluster_5946",1,15,1,17,27,23
"Cluster_5947",12,67,6,54,138,80
"Cluster_5948",19,77,17,49,73,55
"Cluster_5949",44,253,16,147,251,125
"Cluster_5950",5,15,0,11,23,15
"Cluster_5951",1,19,5,13,18,20
"Cluster_5952",3,29,4,12,17,12
"Cluster_5953",4,5,0,10,19,29
"Cluster_5954",1,3,0,8,17,7
"Cluster_5955",3,25,7,16,19,34
"Cluster_5956",9,3,2,5,9,8
"Cluster_5957",3,12,0,13,16,11
"Cluster_5958",2,21,0,24,11,9
"Cluster_5959",24,105,6,44,19,33
"Cluster_5960",6,42,0,18,4,13
"Cluster_5961",6,15,1,9,67,3
"Cluster_5962",33,122,14,121,284,149
"Cluster_5963",5,31,1,26,42,26
"Cluster_5964",3,12,0,10,13,10
"Cluster_5965",1,13,0,6,6,7
"Cluster_5966",52,245,31,191,419,234
"Cluster_5967",55,206,20,189,261,177
"Cluster_5968",78,190,20,167,192,207
"Cluster_5969",0,8,0,7,8,11
"Cluster_5970",601,2974,150,1193,3297,1230
"Cluster_5971",0,8,2,14,15,11
"Cluster_5972",21,19,0,15,5,5
"Cluster_5973",5,33,2,31,13,34
"Cluster_5974",3,25,0,21,31,12
"Cluster_5975",26,149,25,124,178,144
"Cluster_5976",3,6,3,7,16,6
"Cluster_5977",114,777,45,304,441,402
"Cluster_5978",67,138,36,216,271,206
"Cluster_5979",5,37,2,11,47,22
"Cluster_5980",5,7,4,3,33,17
"Cluster_5981",0,31,0,8,7,16
"Cluster_5982",72,152,24,214,176,275
"Cluster_5983",407,830,157,689,773,824
"Cluster_5984",14,20,7,31,15,40
"Cluster_5985",1,5,3,19,9,16
"Cluster_5986",6,27,3,34,53,29
"Cluster_5987",1,2,3,4,9,13
"Cluster_5988",2,13,1,8,4,13
"Cluster_5989",14,6,4,4,2,18
"Cluster_5990",1,5,0,6,12,6
"Cluster_5991",6,85,108,63,65,79
"Cluster_5992",2,20,0,5,39,9
"Cluster_5993",9,36,3,29,63,46
"Cluster_5994",7,25,5,27,63,31
"Cluster_5995",28,129,17,102,148,113
"Cluster_5996",12,33,5,34,40,34
"Cluster_5997",3,20,1,14,36,18
"Cluster_5998",6,31,7,22,33,17
"Cluster_5999",3,8,1,7,20,12
"Cluster_6000",2,12,1,4,15,12
"Cluster_6001",11,67,6,35,62,41
"Cluster_6002",21,86,7,80,231,85
"Cluster_6003",29,84,16,95,117,110
"Cluster_6004",50,212,18,171,391,208
"Cluster_6005",7,27,5,18,42,34
"Cluster_6006",31,77,10,62,61,69
"Cluster_6007",7,16,4,15,46,27
"Cluster_6008",5,23,4,42,45,41
"Cluster_6009",2,1,1,6,6,12
"Cluster_6010",2,13,0,11,131,6
"Cluster_6011",35,236,24,137,385,152
"Cluster_6012",19,122,17,87,164,115
"Cluster_6013",0,8,2,14,24,16
"Cluster_6014",8,17,1,5,16,25
"Cluster_6015",3,13,1,15,13,12
"Cluster_6016",1,5,1,10,9,10
"Cluster_6017",4,12,0,13,13,9
"Cluster_6018",20,37,10,40,64,47
"Cluster_6019",2,11,0,8,19,7
"Cluster_6020",81,217,43,130,58,174
"Cluster_6021",122,923,95,613,785,716
"Cluster_6022",7,42,7,21,88,32
"Cluster_6023",6,11,0,5,10,11
"Cluster_6024",34,109,18,63,184,85
"Cluster_6025",43,124,17,77,176,86
"Cluster_6026",5,13,0,7,14,7
"Cluster_6027",7,37,1,42,58,47
"Cluster_6028",12,9,1,12,1,17
"Cluster_6029",10,41,7,38,38,37
"Cluster_6030",4,20,1,11,26,10
"Cluster_6031",4,9,4,9,14,7
"Cluster_6032",504,2229,271,1995,1826,2172
"Cluster_6033",31,96,10,83,125,92
"Cluster_6034",22,93,14,58,91,75
"Cluster_6035",20,77,5,52,97,58
"Cluster_6036",1,31,4,26,40,30
"Cluster_6037",0,33,0,40,1,14
"Cluster_6038",6,4,0,8,8,10
"Cluster_6039",12,66,4,40,72,63
"Cluster_6040",2,8,0,5,8,10
"Cluster_6041",5,15,0,5,11,12
"Cluster_6042",5,10,0,12,19,6
"Cluster_6043",3,13,2,13,16,13
"Cluster_6044",4,51,5,49,69,51
"Cluster_6045",2,9,1,22,9,24
"Cluster_6046",75,361,36,347,562,355
"Cluster_6047",185,647,56,561,967,595
"Cluster_6048",22,94,5,75,155,71
"Cluster_6049",2,33,3,34,57,30
"Cluster_6050",105,212,25,170,291,197
"Cluster_6051",17,21,4,48,11,39
"Cluster_6052",2,6,1,8,19,11
"Cluster_6053",59,220,38,155,335,195
"Cluster_6054",17,102,3,75,204,74
"Cluster_6055",1,10,2,9,27,12
"Cluster_6056",2,16,1,9,22,4
"Cluster_6057",3,20,0,13,29,10
"Cluster_6058",9,33,3,32,80,20
"Cluster_6059",1642,4274,547,4013,5671,4145
"Cluster_6060",46,207,28,178,355,183
"Cluster_6061",14,80,12,68,131,90
"Cluster_6062",8,60,9,81,79,105
"Cluster_6063",6,10,3,20,12,18
"Cluster_6064",2,11,1,4,7,11
"Cluster_6065",4,13,4,8,5,15
"Cluster_6066",75,244,35,141,222,198
"Cluster_6067",8,41,5,30,82,47
"Cluster_6068",420,683,288,1116,379,1468
"Cluster_6069",13,51,2,32,89,33
"Cluster_6070",1,10,2,4,23,7
"Cluster_6071",4,28,2,15,94,14
"Cluster_6072",1,3,0,5,13,3
"Cluster_6073",3,6,1,2,11,10
"Cluster_6074",4,5,0,6,11,10
"Cluster_6075",24,43,3,54,50,52
"Cluster_6076",16,20,6,18,27,25
"Cluster_6077",1,10,2,5,9,14
"Cluster_6078",18,39,9,20,41,21
