"","97.bam","105.bam","113.bam","93.bam","101.bam","109.bam"
"Cluster_8157",8,18,2,3,21,6
"Cluster_8158",6,32,3,20,45,33
"Cluster_8159",4,17,0,19,27,22
"Cluster_8160",11,12,0,206,284,150
"Cluster_8161",7,12,2,127,229,117
"Cluster_8162",69,294,25,123,175,86
"Cluster_8163",51,210,35,106,171,80
"Cluster_8164",67,303,26,145,193,81
"Cluster_8165",45,196,24,108,153,67
"Cluster_8166",17,33,5,18,18,9
"Cluster_8167",2,13,1,4,6,2
"Cluster_8168",20,77,28,21,17,10
"Cluster_8169",50487,297698,22961,161816,468088,133121
"Cluster_8170",44,271,4,133,204,89
"Cluster_8171",4,15,5,9,38,3
"Cluster_8172",557,3249,283,2777,2305,1499
"Cluster_8173",4,35,1,17,31,8
"Cluster_8174",45,124,12,167,245,111
"Cluster_8175",24,81,8,55,122,71
"Cluster_8176",18,118,17,56,281,73
"Cluster_8177",22,161,12,64,108,53
"Cluster_8178",7,20,8,7,8,9
"Cluster_8179",15,20,0,42,62,28
"Cluster_8180",20,111,8,122,222,72
"Cluster_8181",5,12,1,1,2,1
"Cluster_8182",2,21,0,18,42,14
"Cluster_8183",0,35,0,10,35,6
"Cluster_8184",15,22,15,3,106,18
"Cluster_8185",577,1478,279,542,1999,653
"Cluster_8186",0,44,0,0,0,0
"Cluster_8187",600,3183,132,1646,2740,1087
"Cluster_8188",2006,5441,627,4039,6545,2643
"Cluster_8189",4,12,0,6,7,5
"Cluster_8190",15,83,9,47,70,35
"Cluster_8191",54,212,27,127,221,85
"Cluster_8192",16,89,19,46,61,36
"Cluster_8193",7,13,7,10,4,11
"Cluster_8194",27,108,18,245,375,150
"Cluster_8195",15,53,11,37,117,41
"Cluster_8196",10,64,11,39,104,37
"Cluster_8197",14,100,6,84,184,47
"Cluster_8198",6,19,0,21,41,13
"Cluster_8199",15,54,5,61,116,42
"Cluster_8200",7,15,1,11,25,8
"Cluster_8201",14,47,14,25,28,16
"Cluster_8202",9,35,7,20,24,11
"Cluster_8203",6,13,3,10,8,6
"Cluster_8204",19,74,13,37,55,24
"Cluster_8205",12,29,2,15,30,12
"Cluster_8206",10,33,2,27,35,15
"Cluster_8207",4,18,0,13,12,10
"Cluster_8208",7,17,0,17,25,24
"Cluster_8209",4,16,0,9,21,9
"Cluster_8210",3,12,0,12,25,5
"Cluster_8211",7,10,1,2,14,8
"Cluster_8212",3,14,0,8,19,5
"Cluster_8213",2,21,0,6,17,6
"Cluster_8214",6,47,1,21,102,24
"Cluster_8215",4,21,4,13,15,9
"Cluster_8216",91,435,49,137,343,113
"Cluster_8217",72,49,39,74,82,55
"Cluster_8218",6,15,0,18,24,8
"Cluster_8219",4,17,3,15,25,12
"Cluster_8220",7175,15476,2005,26875,67193,23403
"Cluster_8221",10,29,1,12,25,9
"Cluster_8222",2671,11274,443,10733,42686,8757
"Cluster_8223",17,4,0,16,7,17
"Cluster_8224",37,12,3,29,1,24
"Cluster_8225",1,24,2,8,20,15
"Cluster_8226",32,36,12,20,311,58
"Cluster_8227",547,205,28,61,237,52
"Cluster_8228",26,102,27,42,67,23
"Cluster_8229",0,15,0,18,14,5
"Cluster_8230",28,62,9,52,66,50
"Cluster_8231",0,18,2,5,18,4
"Cluster_8232",6,13,5,11,7,7
"Cluster_8233",8,12,2,6,24,6
"Cluster_8234",6,42,0,26,20,14
"Cluster_8235",10,41,4,36,93,9
"Cluster_8236",125,100,44,103,50,68
"Cluster_8237",67,124,28,82,108,57
"Cluster_8238",2,25,2,24,82,26
"Cluster_8239",139,405,119,244,521,187
"Cluster_8240",5,11,0,11,18,6
"Cluster_8241",3,12,0,14,20,4
"Cluster_8242",32,79,16,48,138,30
"Cluster_8243",12,15,2,13,37,9
"Cluster_8244",40,167,25,89,156,71
"Cluster_8245",27,114,14,50,136,52
"Cluster_8246",53,53,14,27,24,15
"Cluster_8247",13,41,4,25,43,20
"Cluster_8248",1,21,0,4,6,4
"Cluster_8249",3,13,1,1,14,0
"Cluster_8250",4,42,1,21,20,6
"Cluster_8251",0,13,1,4,6,0
"Cluster_8252",9,102,4,37,86,32
"Cluster_8253",0,19,0,17,141,38
"Cluster_8254",14,45,0,86,568,112
"Cluster_8255",795,2176,201,1239,5388,1188
"Cluster_8256",4,30,3,32,80,25
"Cluster_8257",5,18,2,9,36,9
"Cluster_8258",3,19,1,7,11,2
"Cluster_8259",12,101,11,25,74,21
"Cluster_8260",59,360,41,94,202,79
"Cluster_8261",1,23,2,2,2,7
"Cluster_8262",2,21,0,1,1,2
"Cluster_8263",3,33,3,6,20,7
"Cluster_8264",6,28,1,47,71,35
"Cluster_8265",4,13,2,13,21,11
"Cluster_8266",73,39,113,33,556,118
"Cluster_8267",6,25,0,14,21,10
"Cluster_8268",6,21,0,9,12,4
"Cluster_8269",2,17,0,8,9,6
"Cluster_8270",8346,2868,5507,3345,15678,3517
"Cluster_8271",3,15,1,2,20,6
"Cluster_8272",25,11,2,5,54,7
"Cluster_8273",132,899,55,250,2628,1727
"Cluster_8274",0,3,23,0,0,1
"Cluster_8275",3,38,0,0,1,1
"Cluster_8276",2,17,1,5,12,9
"Cluster_8277",6,13,3,0,8,7
"Cluster_8278",35,105,26,61,119,49
"Cluster_8279",5,29,0,25,44,23
"Cluster_8280",6,13,1,7,2,1
"Cluster_8281",6,13,2,3,10,3
"Cluster_8282",14,23,1,6,18,5
"Cluster_8283",7,12,3,9,13,4
"Cluster_8284",18,43,9,16,44,11
"Cluster_8285",3,15,0,6,6,4
"Cluster_8286",2,13,1,5,9,4
"Cluster_8287",6,23,4,13,23,12
"Cluster_8288",4,25,1,21,26,10
"Cluster_8289",28,71,6,64,139,34
"Cluster_8290",0,19,0,3,16,0
"Cluster_8291",9,14,7,12,17,11
"Cluster_8292",12,33,11,36,42,16
"Cluster_8293",13,7,1,18,25,19
"Cluster_8294",9,6,5,9,7,8
"Cluster_8295",32,32,13,42,36,33
"Cluster_8296",23,14,15,24,15,15
"Cluster_8297",12,12,3,5,13,6
"Cluster_8298",39,32,13,56,60,43
"Cluster_8299",83,82,26,150,184,131
"Cluster_8300",108,151,44,67,109,35
"Cluster_8301",21,57,6,27,43,13
"Cluster_8302",22,53,11,33,46,20
"Cluster_8303",61,141,38,92,142,58
"Cluster_8304",9,27,5,6,16,5
"Cluster_8305",55,96,25,38,75,39
"Cluster_8306",99,373,61,152,243,115
"Cluster_8307",29,62,7,50,133,48
"Cluster_8308",5,13,0,7,26,4
"Cluster_8309",2,29,1,23,27,21
"Cluster_8310",8,17,0,17,25,8
"Cluster_8311",6,23,1,20,30,7
"Cluster_8312",5,13,1,4,11,6
"Cluster_8313",33,81,9,75,110,55
"Cluster_8314",13,37,3,24,33,19
"Cluster_8315",22,74,5,38,77,29
"Cluster_8316",27,112,11,53,72,30
"Cluster_8317",11,43,6,20,41,10
"Cluster_8318",47,145,28,68,122,61
"Cluster_8319",28,54,12,41,41,22
"Cluster_8320",10,44,7,23,39,25
"Cluster_8321",0,13,0,3,2,2
"Cluster_8322",0,22,1,6,25,9
"Cluster_8323",5,29,1,14,22,8
"Cluster_8324",21,24,3,8,47,13
"Cluster_8325",18793,46179,4105,69786,125726,40428
"Cluster_8326",17,44,12,7,23,7
"Cluster_8327",13,65,8,33,55,13
"Cluster_8328",3,14,4,4,13,5
"Cluster_8329",7,20,8,9,31,6
"Cluster_8330",11,41,6,18,46,16
"Cluster_8331",6,34,5,18,54,2
"Cluster_8332",7,17,4,10,8,7
"Cluster_8333",3,14,0,5,16,6
"Cluster_8334",19,75,8,38,48,35
"Cluster_8335",591,58,362,92,1553,191
"Cluster_8336",5,38,0,12,24,9
"Cluster_8337",13,25,1,20,26,13
"Cluster_8338",13,48,6,35,96,30
"Cluster_8339",4,24,1,15,32,13
"Cluster_8340",11,50,2,23,45,15
"Cluster_8341",27,47,5,53,65,33
"Cluster_8342",36,106,27,37,36,31
"Cluster_8343",2,14,0,3,10,4
"Cluster_8344",22,75,7,57,103,38
"Cluster_8345",12,29,6,40,50,25
"Cluster_8346",32,101,21,93,96,66
"Cluster_8347",32,78,6,60,60,31
"Cluster_8348",11,52,8,32,59,33
"Cluster_8349",5,20,0,13,11,4
"Cluster_8350",13,42,8,28,24,24
"Cluster_8351",2,20,2,10,19,12
"Cluster_8352",11,27,10,12,30,16
"Cluster_8353",21,59,7,49,79,25
"Cluster_8354",0,16,1,4,4,3
"Cluster_8355",39,156,24,55,176,45
"Cluster_8356",11,11,5,10,27,13
"Cluster_8357",131,439,83,153,220,100
"Cluster_8358",33,93,13,42,82,30
"Cluster_8359",9,31,1,12,20,3
"Cluster_8360",0,42,0,47,40,18
"Cluster_8361",13,45,9,19,32,13
"Cluster_8362",197,1178,109,324,490,220
"Cluster_8363",13,69,2,15,34,9
"Cluster_8364",12,26,4,10,14,2
"Cluster_8365",17,57,13,21,43,18
"Cluster_8366",4,8,4,10,21,6
"Cluster_8367",3,15,3,5,11,7
"Cluster_8368",38,58,10,40,73,34
"Cluster_8369",11,69,4,25,40,21
"Cluster_8370",5,46,5,8,24,9
"Cluster_8371",4,28,2,14,22,10
"Cluster_8372",8,138,4,9,11,4
"Cluster_8373",7,149,12,17,11,7
"Cluster_8374",8,183,31,21,26,20
"Cluster_8375",36,153,17,94,162,70
"Cluster_8376",20,68,3,39,66,22
"Cluster_8377",3,21,0,10,18,5
"Cluster_8378",5,10,8,8,16,4
"Cluster_8379",60,206,40,171,261,133
"Cluster_8380",16,63,12,74,80,49
"Cluster_8381",141,368,72,451,831,347
"Cluster_8382",4,12,4,5,5,3
"Cluster_8383",4,13,1,10,21,7
"Cluster_8384",8,24,2,15,32,11
"Cluster_8385",3,17,1,10,31,8
"Cluster_8386",9,21,2,21,27,5
"Cluster_8387",3,80,29,20,30,20
"Cluster_8388",8,14,0,7,8,5
"Cluster_8389",5,10,2,1,14,1
"Cluster_8390",2,16,1,10,7,6
"Cluster_8391",5,22,6,21,22,6
"Cluster_8392",15,30,3,16,38,12
"Cluster_8393",16,53,6,37,85,33
"Cluster_8394",17,55,4,27,62,24
"Cluster_8395",7,27,2,20,24,12
"Cluster_8396",5,12,0,5,10,2
"Cluster_8397",2,13,2,2,6,1
"Cluster_8398",14,78,7,35,60,18
"Cluster_8399",121,430,33,317,988,319
"Cluster_8400",102,327,62,234,958,152
"Cluster_8401",73,118,40,59,70,41
"Cluster_8402",28,32,3,26,21,14
"Cluster_8403",473,2342,40,819,1784,792
"Cluster_8404",21,30,12,22,45,21
"Cluster_8405",4,11,3,7,26,10
"Cluster_8406",3,14,1,14,14,8
"Cluster_8407",7,13,3,7,15,5
"Cluster_8408",22,48,16,15,18,12
"Cluster_8409",65,267,40,101,200,90
"Cluster_8410",124,821,80,330,654,247
"Cluster_8411",86,625,41,259,485,174
"Cluster_8412",8,18,5,30,22,9
"Cluster_8413",11,18,10,30,77,31
"Cluster_8414",39,103,7,132,263,89
"Cluster_8415",24,76,15,44,57,31
"Cluster_8416",13,45,11,26,33,20
"Cluster_8417",47,254,39,113,274,90
"Cluster_8418",20,80,9,24,44,18
"Cluster_8419",30,257,14,121,256,97
"Cluster_8420",2,44,4,22,72,18
"Cluster_8421",14,38,2,12,38,15
"Cluster_8422",2,18,2,5,7,3
"Cluster_8423",20,100,11,51,71,43
"Cluster_8424",0,24,5,10,28,9
"Cluster_8425",1,42,0,14,40,12
"Cluster_8426",5,11,0,6,11,6
"Cluster_8427",2,15,2,1,8,4
"Cluster_8428",4,41,6,32,68,16
"Cluster_8429",14,70,6,53,114,44
"Cluster_8430",7,19,4,11,9,13
"Cluster_8431",8,35,1,11,13,9
"Cluster_8432",11,25,0,22,22,5
"Cluster_8433",7,22,3,21,20,13
"Cluster_8434",5,16,0,10,19,12
"Cluster_8435",23,52,13,35,67,30
"Cluster_8436",6,34,7,9,9,5
"Cluster_8437",11,55,0,11,36,13
"Cluster_8438",4,27,0,8,16,11
"Cluster_8439",14,72,7,24,35,24
"Cluster_8440",2,12,3,29,41,18
"Cluster_8441",4,17,0,18,38,12
"Cluster_8442",11,59,6,43,114,63
"Cluster_8443",2,20,12,17,27,16
"Cluster_8444",6,29,13,37,94,23
"Cluster_8445",6,30,3,18,22,23
"Cluster_8446",5,12,2,18,40,13
"Cluster_8447",115,395,34,291,667,262
"Cluster_8448",5,14,1,17,27,13
"Cluster_8449",258,1132,85,965,1596,716
"Cluster_8450",105,416,51,343,702,240
"Cluster_8451",10,20,2,23,45,16
"Cluster_8452",2,13,3,16,18,6
"Cluster_8453",3,10,4,9,60,6
"Cluster_8454",13,30,1,44,63,29
"Cluster_8455",18,45,15,51,64,28
"Cluster_8456",74,100,27,71,145,86
"Cluster_8457",19,54,13,48,111,31
"Cluster_8458",1,12,3,19,32,22
"Cluster_8459",7,32,2,27,39,17
"Cluster_8460",25,71,10,58,161,61
"Cluster_8461",17,21,3,12,36,15
"Cluster_8462",17,66,5,40,68,22
"Cluster_8463",2075,1795,77,1980,2328,895
"Cluster_8464",25,83,20,37,63,26
"Cluster_8465",10,52,8,24,47,18
"Cluster_8466",29,102,12,81,130,50
"Cluster_8467",14,70,4,29,70,33
"Cluster_8468",12,14,3,20,24,10
"Cluster_8469",315,566,327,213,534,210
"Cluster_8470",3,11,9,1,32,9
"Cluster_8471",22,26,21,14,88,5
"Cluster_8472",13,14,1,14,14,10
"Cluster_8473",10,35,1,32,39,23
"Cluster_8474",8,38,4,30,52,13
"Cluster_8475",3,16,3,19,21,13
"Cluster_8476",20,144,16,150,127,75
"Cluster_8477",2,21,1,4,4,9
"Cluster_8478",5,9,3,6,1,5
"Cluster_8479",25,61,25,26,48,23
"Cluster_8480",3,16,0,8,15,6
"Cluster_8481",7,14,0,8,4,4
"Cluster_8482",4,17,0,15,15,3
"Cluster_8483",4,13,2,5,13,3
"Cluster_8484",1,20,0,8,3,4
"Cluster_8485",9,13,1,7,18,8
"Cluster_8486",6,41,5,20,40,20
"Cluster_8487",16,21,14,11,17,3
"Cluster_8488",5,12,1,5,11,2
"Cluster_8489",6,13,1,4,18,9
"Cluster_8490",36,121,21,116,214,67
"Cluster_8491",19,59,16,74,145,68
"Cluster_8492",31,80,5,83,249,87
"Cluster_8493",14,56,3,68,153,59
"Cluster_8494",4,16,2,11,4,3
"Cluster_8495",9,23,2,9,13,11
"Cluster_8496",3,21,1,7,12,5
"Cluster_8497",5,8,4,6,12,10
"Cluster_8498",8,14,0,19,23,16
"Cluster_8499",9,14,0,10,146,9
"Cluster_8500",11,31,3,14,37,11
"Cluster_8501",0,15,0,11,81,16
"Cluster_8502",8,31,1,17,26,8
"Cluster_8503",13,58,6,34,46,18
"Cluster_8504",13,20,11,5,22,4
"Cluster_8505",42,203,25,80,162,70
"Cluster_8506",17,77,10,25,34,19
"Cluster_8507",19,64,18,17,21,16
"Cluster_8508",13,39,3,24,41,19
"Cluster_8509",1,11,7,6,13,8
"Cluster_8510",4,9,1,3,4,0
"Cluster_8511",29,18,0,11,49,8
"Cluster_8512",6,12,0,4,4,5
"Cluster_8513",23,102,13,55,96,29
"Cluster_8514",10,22,9,17,39,4
"Cluster_8515",14,79,7,22,56,26
"Cluster_8516",40,168,28,49,104,37
"Cluster_8517",57,144,37,42,65,33
"Cluster_8518",11,93,11,48,129,38
"Cluster_8519",10,14,0,12,16,4
"Cluster_8520",7431,28082,1639,16932,33587,11617
"Cluster_8521",125,524,58,240,470,160
"Cluster_8522",1,17,0,7,7,4
"Cluster_8523",14,19,0,10,30,11
"Cluster_8524",3,40,5,19,28,22
"Cluster_8525",9,47,5,17,32,14
"Cluster_8526",21,34,2,17,36,10
"Cluster_8527",16,58,7,47,95,28
"Cluster_8528",5,24,0,10,4,4
"Cluster_8529",12,66,2,19,54,13
"Cluster_8530",6563,10525,7009,5557,5594,2763
"Cluster_8531",2,21,3,10,8,9
"Cluster_8532",209,200,58,40,102,39
"Cluster_8533",3,21,1,4,4,9
"Cluster_8534",8,19,1,3,8,0
"Cluster_8535",8,9,6,7,6,3
"Cluster_8536",7,37,2,28,37,10
"Cluster_8537",2,19,3,19,26,4
"Cluster_8538",10,71,2,43,68,28
"Cluster_8539",2,14,1,8,15,3
"Cluster_8540",56,219,0,78,1673,234
"Cluster_8541",10,47,5,30,84,23
"Cluster_8542",11,10,2,2,102,18
"Cluster_8543",76,448,37,96,169,89
"Cluster_8544",70,135,34,173,273,137
"Cluster_8545",32,30,0,23,59,56
"Cluster_8546",45,160,9,62,70,48
"Cluster_8547",13,49,9,21,49,13
"Cluster_8548",5,29,3,15,38,12
"Cluster_8549",6,16,2,4,16,2
"Cluster_8550",8,45,6,33,46,22
"Cluster_8551",5,12,2,9,4,5
"Cluster_8552",25,116,22,36,44,21
"Cluster_8553",19,51,8,33,55,33
"Cluster_8554",3,18,3,8,12,5
"Cluster_8555",13,39,6,19,23,20
"Cluster_8556",3,12,2,3,9,4
"Cluster_8557",9,35,0,16,36,18
"Cluster_8558",12,33,0,25,48,15
"Cluster_8559",5,17,5,5,8,5
"Cluster_8560",5,15,1,7,6,4
"Cluster_8561",4,11,3,0,3,1
"Cluster_8562",7,33,1,8,13,4
"Cluster_8563",25,40,9,57,86,42
"Cluster_8564",2,18,6,18,27,21
"Cluster_8565",3,17,3,6,20,6
"Cluster_8566",7,37,4,35,58,23
"Cluster_8567",11,23,7,6,12,10
"Cluster_8568",7,23,3,22,36,10
"Cluster_8569",14,52,4,51,75,30
"Cluster_8570",130,164,125,23,47,23
"Cluster_8571",6,14,1,9,9,4
"Cluster_8572",11,44,8,44,73,39
"Cluster_8573",9,38,10,27,35,22
"Cluster_8574",8,18,7,40,59,25
"Cluster_8575",2,17,3,8,12,2
"Cluster_8576",23,41,1,28,106,48
"Cluster_8577",19,63,3,32,55,14
"Cluster_8578",20,61,5,35,49,17
"Cluster_8579",68,92,1,36,149,25
"Cluster_8580",0,20,0,7,12,8
"Cluster_8581",42,64,18,30,40,21
"Cluster_8582",7,9,0,1,3,6
"Cluster_8583",8,40,2,18,30,8
"Cluster_8584",12,30,2,14,30,8
"Cluster_8585",3,30,2,14,50,17
"Cluster_8586",6,15,1,18,16,6
"Cluster_8587",5,21,10,18,43,12
"Cluster_8588",5,18,3,7,17,13
"Cluster_8589",9,9,0,3,8,5
"Cluster_8590",6,23,2,2,26,10
"Cluster_8591",0,8,4,3,4,5
"Cluster_8592",31,147,12,13,32,17
"Cluster_8593",12,8,0,2,9,7
"Cluster_8594",12,64,12,60,137,59
"Cluster_8595",91,387,27,203,390,176
"Cluster_8596",38,130,24,67,125,44
"Cluster_8597",10,36,7,11,19,10
"Cluster_8598",30,41,5,49,38,25
"Cluster_8599",3,12,1,7,12,5
"Cluster_8600",11,40,4,20,30,16
"Cluster_8601",9,40,5,22,36,17
"Cluster_8602",3,15,2,11,12,7
"Cluster_8603",9,25,1,7,19,13
"Cluster_8604",19,151,22,73,155,64
"Cluster_8605",8,29,2,12,17,10
"Cluster_8606",6,20,0,10,16,6
"Cluster_8607",39,242,23,108,207,101
"Cluster_8608",15,7,0,5,0,0
"Cluster_8609",10,15,4,7,15,3
"Cluster_8610",6,18,4,5,6,4
"Cluster_8611",4118,7275,875,4691,10936,6511
"Cluster_8612",2138,8333,450,7943,27670,6220
"Cluster_8613",757,4146,99,2389,3888,1719
"Cluster_8614",147,631,13,313,488,214
"Cluster_8615",95,523,20,304,558,213
"Cluster_8616",13,33,12,24,25,20
"Cluster_8617",213,1114,69,528,682,324
"Cluster_8618",0,15,1,21,16,13
"Cluster_8619",104,377,92,85,264,121
"Cluster_8620",9,11,4,8,11,7
"Cluster_8621",4,16,2,6,19,6
"Cluster_8622",2,22,4,13,17,4
"Cluster_8623",46,131,41,63,162,46
"Cluster_8624",25,50,8,38,76,25
"Cluster_8625",31,73,12,46,89,24
"Cluster_8626",6,28,3,16,25,11
"Cluster_8627",3,21,3,12,19,9
"Cluster_8628",1,55,1,17,40,22
"Cluster_8629",12,60,2,37,52,21
"Cluster_8630",4,21,2,5,12,6
"Cluster_8631",5,25,3,11,20,5
"Cluster_8632",5,26,3,8,15,8
"Cluster_8633",2,14,1,2,4,1
"Cluster_8634",54,185,28,98,178,75
"Cluster_8635",29,148,17,100,119,74
"Cluster_8636",27,101,12,44,68,42
"Cluster_8637",5,14,9,11,11,5
"Cluster_8638",10,17,2,4,12,4
"Cluster_8639",5,14,3,5,8,4
"Cluster_8640",4,28,3,6,8,1
"Cluster_8641",1,14,1,0,3,9
"Cluster_8642",30,81,11,42,93,47
"Cluster_8643",4,23,3,14,34,9
"Cluster_8644",13,30,4,36,58,27
"Cluster_8645",6,20,8,20,20,18
"Cluster_8646",8,15,4,9,9,2
"Cluster_8647",65,272,40,155,281,146
"Cluster_8648",4,28,1,10,26,13
"Cluster_8649",6,12,3,12,13,11
"Cluster_8650",17,20,8,9,23,15
"Cluster_8651",14,29,5,16,29,9
"Cluster_8652",7,28,5,17,19,13
"Cluster_8653",29,119,26,63,91,42
"Cluster_8654",5,16,1,7,9,9
"Cluster_8655",6,26,1,18,30,8
"Cluster_8656",19,88,6,71,109,40
"Cluster_8657",12,24,2,13,38,15
"Cluster_8658",13,34,1,12,35,18
"Cluster_8659",18,96,5,39,77,27
"Cluster_8660",10,37,4,21,36,18
"Cluster_8661",11,18,1,6,9,3
"Cluster_8662",9,35,7,8,54,16
"Cluster_8663",67,43,0,35,115,26
"Cluster_8664",8,5,2,5,0,9
"Cluster_8665",7,18,0,7,1,4
"Cluster_8666",414,1574,138,571,858,424
"Cluster_8667",12,7,3,10,16,5
"Cluster_8668",8,37,59,23,32,49
"Cluster_8669",2,14,0,9,24,11
"Cluster_8670",7,20,3,23,43,17
"Cluster_8671",8,15,0,6,3,6
"Cluster_8672",11,20,1,8,10,10
"Cluster_8673",30,191,20,130,252,79
"Cluster_8674",54,464,52,203,363,170
"Cluster_8675",12,110,15,55,89,35
"Cluster_8676",10,64,18,37,51,26
"Cluster_8677",21,66,1,36,99,25
"Cluster_8678",20,115,9,56,88,42
"Cluster_8679",121,272,37,193,221,178
"Cluster_8680",38,48,33,41,46,28
"Cluster_8681",3,12,3,7,5,4
"Cluster_8682",8,30,0,9,33,13
"Cluster_8683",2,16,1,9,17,3
"Cluster_8684",5,18,2,20,16,9
"Cluster_8685",26,79,4,76,114,54
"Cluster_8686",5,18,1,12,13,3
"Cluster_8687",8,19,2,7,23,14
"Cluster_8688",8,21,2,9,10,5
"Cluster_8689",4,11,1,10,6,4
"Cluster_8690",4,13,0,3,6,3
"Cluster_8691",8,22,1,30,52,14
"Cluster_8692",53,122,26,82,459,82
"Cluster_8693",33,134,13,125,289,98
"Cluster_8694",19,66,6,52,96,36
"Cluster_8695",12,37,7,22,36,15
"Cluster_8696",8,7,10,11,102,34
"Cluster_8697",3,10,4,2,3,1
"Cluster_8698",1,15,2,3,9,5
"Cluster_8699",16,66,6,42,69,43
"Cluster_8700",38,162,15,135,277,91
"Cluster_8701",3,21,3,6,28,6
"Cluster_8702",4,9,2,4,5,2
"Cluster_8703",2,14,4,0,7,0
"Cluster_8704",8,27,2,15,17,7
"Cluster_8705",5,23,0,8,19,13
"Cluster_8706",1,22,0,11,17,12
"Cluster_8707",5,13,2,8,9,7
"Cluster_8708",5,26,0,20,33,13
"Cluster_8709",4,10,0,24,52,31
"Cluster_8710",11,45,10,10,13,7
"Cluster_8711",37,183,26,44,132,55
"Cluster_8712",10,27,2,13,14,7
"Cluster_8713",42,35,3,12,47,13
"Cluster_8714",3,14,2,7,8,7
"Cluster_8715",17,67,1,34,39,17
"Cluster_8716",1,14,2,9,9,7
"Cluster_8717",5,22,0,13,27,6
"Cluster_8718",15,50,3,31,47,26
"Cluster_8719",43,179,12,94,121,61
"Cluster_8720",136,480,52,260,526,254
"Cluster_8721",81,101,23,97,108,86
"Cluster_8722",8,27,4,9,23,7
"Cluster_8723",42,138,23,76,120,57
"Cluster_8724",7,29,1,10,21,8
"Cluster_8725",12,20,5,10,22,10
"Cluster_8726",6,30,2,18,28,16
"Cluster_8727",3,37,2,31,51,9
"Cluster_8728",5,12,9,6,8,4
"Cluster_8729",3,10,6,4,12,1
"Cluster_8730",651,2644,801,2103,8944,1900
"Cluster_8731",54,288,22,12,18,8
"Cluster_8732",27,102,1,9,6,4
"Cluster_8733",4,38,1,1,0,2
"Cluster_8734",12,13,1,2,0,2
"Cluster_8735",7,14,6,7,6,1
"Cluster_8736",3,9,5,4,4,5
"Cluster_8737",21,21,9,39,48,26
"Cluster_8738",43,65,14,27,61,20
"Cluster_8739",5,15,1,5,12,8
"Cluster_8740",5,23,2,6,15,6
"Cluster_8741",5,42,3,36,85,23
"Cluster_8742",12,28,1,34,87,17
"Cluster_8743",6,19,0,7,12,5
"Cluster_8744",8,67,7,27,41,20
"Cluster_8745",37,131,23,84,132,59
"Cluster_8746",48,199,22,86,122,66
"Cluster_8747",6,24,1,8,27,3
"Cluster_8748",3,34,0,16,13,6
"Cluster_8749",34,154,10,59,148,63
"Cluster_8750",6,17,3,12,32,5
"Cluster_8751",20,130,6,53,143,59
"Cluster_8752",15,44,9,32,47,15
"Cluster_8753",2,14,2,10,3,11
"Cluster_8754",102,103,80,70,328,71
"Cluster_8755",159,250,85,116,181,75
"Cluster_8756",15,43,4,32,48,26
"Cluster_8757",4,18,0,6,17,6
"Cluster_8758",3,17,0,7,9,14
"Cluster_8759",5,17,0,9,17,8
"Cluster_8760",25,92,10,41,57,35
"Cluster_8761",19,115,3,43,63,35
"Cluster_8762",138,771,40,356,588,241
"Cluster_8763",18,87,2,39,77,39
"Cluster_8764",5,25,2,9,19,5
"Cluster_8765",47,125,25,61,186,41
"Cluster_8766",5,10,1,3,9,2
"Cluster_8767",16,30,2,15,18,15
"Cluster_8768",14,73,7,0,93,0
"Cluster_8769",795,1295,442,764,6252,1434
"Cluster_8770",466,819,219,874,1702,829
"Cluster_8771",5,11,0,14,31,20
"Cluster_8772",15,10,3,0,8,2
"Cluster_8773",3221,7798,1122,1861,2004,1208
"Cluster_8774",18,105,18,51,92,44
"Cluster_8775",200,320,135,137,153,86
"Cluster_8776",29,84,33,32,37,24
"Cluster_8777",24,51,24,21,54,20
"Cluster_8778",8,21,6,16,17,8
"Cluster_8779",17,18,10,6,27,5
"Cluster_8780",125,284,63,112,193,104
"Cluster_8781",25,102,26,87,136,70
"Cluster_8782",13,43,5,28,54,19
"Cluster_8783",41,85,24,74,106,42
"Cluster_8784",13,60,17,26,54,27
"Cluster_8785",21,60,14,35,49,26
"Cluster_8786",4,12,2,8,14,4
"Cluster_8787",4,11,7,15,28,12
"Cluster_8788",5,14,2,12,27,5
"Cluster_8789",11,116,5,50,110,40
"Cluster_8790",2,31,3,9,27,15
"Cluster_8791",29,128,6,74,146,57
"Cluster_8792",3,14,0,10,18,14
"Cluster_8793",1,18,1,15,22,7
"Cluster_8794",14,13,3,8,71,10
"Cluster_8795",7,41,5,22,26,17
"Cluster_8796",13,48,12,26,30,13
"Cluster_8797",2,21,1,9,19,9
"Cluster_8798",14,58,5,36,38,17
"Cluster_8799",80,96,63,12,127,22
"Cluster_8800",14,21,0,15,16,10
"Cluster_8801",4,28,2,18,19,13
"Cluster_8802",2,18,1,11,8,4
"Cluster_8803",4,6,6,1,4,1
"Cluster_8804",7,23,2,5,20,16
"Cluster_8805",3,23,3,9,6,12
"Cluster_8806",12,51,1,24,32,19
"Cluster_8807",5,24,1,15,11,9
"Cluster_8808",5,21,1,8,17,8
"Cluster_8809",9,9,7,5,8,5
"Cluster_8810",3,24,0,14,36,9
"Cluster_8811",68,360,39,130,307,104
"Cluster_8812",4,29,0,14,17,7
"Cluster_8813",6,19,1,3,14,11
"Cluster_8814",17,91,8,38,96,43
"Cluster_8815",6,10,4,12,17,11
"Cluster_8816",22,149,3,11,112,29
